valid_time,latitude,longitude,number_x,expver_x,u10,v10,t2m,sp,number_y,expver_y,tp,sf
2023-01-01 06:00:00,47.0,5.0,0,1,1.1433411,6.267441,286.11987,99087.44,0,1,0.0,0.0
2023-01-01 06:00:00,47.0,5.25,0,1,1.681427,6.9910736,286.89136,99449.44,0,1,0.0,0.0
2023-01-01 06:00:00,47.0,5.5,0,1,1.8318176,6.9891205,287.68042,99416.44,0,1,0.0,0.0
2023-01-01 06:00:00,47.0,5.75,0,1,1.853302,6.891464,287.67456,98262.44,0,1,0.0,0.0
2023-01-01 06:00:00,47.0,6.0,0,1,1.9372864,6.5467377,286.573,95588.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.75,5.0,0,1,0.5378723,6.36998,287.14136,99656.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.75,5.25,0,1,0.9890442,7.017441,287.77808,99962.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.75,5.5,0,1,0.9255676,7.2215424,287.7683,98715.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.75,5.75,0,1,1.0779114,6.74205,286.43823,95704.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.75,6.0,0,1,1.5886536,5.887558,284.75854,92501.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.5,5.0,0,1,0.17166138,6.4149017,287.5183,99738.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.5,5.25,0,1,0.3191223,6.983261,288.0027,100137.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.5,5.5,0,1,0.14529419,6.385605,286.49097,96800.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.5,5.75,0,1,0.59939575,5.2947845,284.80542,94118.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.5,6.0,0,1,1.6833801,3.7459564,283.1765,91823.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.25,5.0,0,1,0.019317627,6.3777924,287.2351,99225.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.25,5.25,0,1,-0.3547058,6.8211517,287.49878,99191.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.25,5.5,0,1,-0.20529175,5.141464,285.364,95983.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.25,5.75,0,1,0.24783325,3.9109955,282.7859,94326.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.25,6.0,0,1,1.0027161,3.1609955,279.97925,93964.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.0,5.0,0,1,-0.052947998,6.422714,287.0476,99106.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.0,5.25,0,1,-0.5080261,6.021347,286.69604,98902.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.0,5.5,0,1,-0.7638855,3.660019,283.09058,96229.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.0,5.75,0,1,-0.65353394,2.425644,280.49683,94650.44,0,1,0.0,0.0
2023-01-01 06:00:00,46.0,6.0,0,1,-1.0041199,2.325058,278.90503,94375.44,0,1,0.0,0.0
2023-01-01 14:00:00,47.0,5.0,0,1,0.52093506,7.415024,289.5885,98846.875,0,1,0.0,0.0
2023-01-01 14:00:00,47.0,5.25,0,1,1.3734741,8.030258,290.02795,99218.875,0,1,0.0,0.0
2023-01-01 14:00:00,47.0,5.5,0,1,2.00531,7.6386566,290.51624,99200.875,0,1,0.0,0.0
2023-01-01 14:00:00,47.0,5.75,0,1,2.3070679,6.836899,290.55725,98065.875,0,1,0.0,0.0
2023-01-01 14:00:00,47.0,6.0,0,1,2.2172241,5.5312347,289.74475,95414.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.75,5.0,0,1,0.22698975,7.6904144,290.07288,99409.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.75,5.25,0,1,1.0531616,8.213852,290.38342,99723.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.75,5.5,0,1,1.5726929,7.745102,290.37366,98496.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.75,5.75,0,1,1.5482788,6.427719,289.20374,95509.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.75,6.0,0,1,1.4193726,4.7548676,287.7682,92326.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.5,5.0,0,1,-0.108947754,7.8593597,290.1432,99487.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.5,5.25,0,1,0.6039429,8.29686,290.4596,99895.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.5,5.5,0,1,0.8461304,7.0429535,289.09436,96590.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.5,5.75,0,1,1.2348022,5.4492035,287.8307,93929.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.5,6.0,0,1,1.72406,3.588852,286.5338,91644.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.25,5.0,0,1,-0.347229,7.615219,289.75647,98981.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.25,5.25,0,1,0.006286621,7.870102,289.9557,98959.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.25,5.5,0,1,0.40179443,5.6747894,288.46545,95778.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.25,5.75,0,1,0.9701538,3.8017426,287.72717,94135.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.25,6.0,0,1,1.6664429,2.3193207,287.61,93777.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.0,5.0,0,1,-0.15484619,8.2148285,289.55334,98874.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.0,5.25,0,1,0.16644287,7.823227,289.63538,98683.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.0,5.5,0,1,0.68792725,4.561508,288.39124,96033.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.0,5.75,0,1,1.1478882,2.5966644,287.76428,94468.875,0,1,0.0,0.0
2023-01-01 14:00:00,46.0,6.0,0,1,1.2816772,1.7294769,288.02795,94194.875,0,1,0.0,0.0
2023-01-01 22:00:00,47.0,5.0,0,1,0.8219757,6.560364,287.6577,98801.375,0,1,0.0,0.0
2023-01-01 22:00:00,47.0,5.25,0,1,1.3854523,7.0808716,288.47217,99166.375,0,1,0.0,0.0
2023-01-01 22:00:00,47.0,5.5,0,1,1.7975616,6.7927856,289.35107,99151.375,0,1,0.0,0.0
2023-01-01 22:00:00,47.0,5.75,0,1,2.029007,6.310364,289.43506,98018.375,0,1,0.0,0.0
2023-01-01 22:00:00,47.0,6.0,0,1,2.2145538,5.593567,288.35303,95367.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.75,5.0,0,1,0.4235382,6.6121216,288.35693,99370.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.75,5.25,0,1,0.9547882,7.09552,289.0913,99680.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.75,5.5,0,1,1.2555695,6.9734497,289.24756,98460.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.75,5.75,0,1,1.5661163,6.2332153,287.92334,95476.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.75,6.0,0,1,1.9342804,5.1550903,286.08545,92293.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.5,5.0,0,1,0.078811646,6.694153,288.51318,99448.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.5,5.25,0,1,0.47529602,7.144348,289.2671,99857.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.5,5.5,0,1,0.7702179,6.3181763,287.93115,96558.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.5,5.75,0,1,1.1754913,5.048645,286.14404,93901.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.5,6.0,0,1,1.7194366,3.3777466,284.1831,91619.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.25,5.0,0,1,-0.029586792,6.925598,288.34717,98940.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.25,5.25,0,1,-0.025680542,7.3113403,288.7964,98922.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.25,5.5,0,1,0.5465851,5.406067,287.04834,95750.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.25,5.75,0,1,0.8434601,3.968567,284.17334,94115.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.25,6.0,0,1,0.89424133,3.0359497,280.437,93765.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.0,5.0,0,1,-0.16532898,7.307434,288.26514,98829.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.0,5.25,0,1,-0.039352417,6.8533325,288.4077,98645.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.0,5.5,0,1,0.19111633,3.7800903,285.63232,96006.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.0,5.75,0,1,0.21455383,2.3416138,282.96045,94451.375,0,1,0.0,0.0
2023-01-01 22:00:00,46.0,6.0,0,1,-0.634079,2.5496216,280.91162,94190.375,0,1,0.0,0.0
2023-01-02 06:00:00,47.0,5.0,0,1,1.7223816,5.5377502,287.72046,98848.25,0,1,0.0,0.0
2023-01-02 06:00:00,47.0,5.25,0,1,2.5602722,6.082672,288.35718,99203.25,0,1,0.0,0.0
2023-01-02 06:00:00,47.0,5.5,0,1,3.0905457,5.886383,289.08374,99164.25,0,1,0.0,0.0
2023-01-02 06:00:00,47.0,5.75,0,1,3.17453,5.7096252,289.25952,97997.25,0,1,0.0,0.0
2023-01-02 06:00:00,47.0,6.0,0,1,2.971405,5.3736877,288.37085,95308.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.75,5.0,0,1,1.3210144,5.9078674,288.2107,99391.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.75,5.25,0,1,1.9889832,6.435211,288.67944,99686.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.75,5.5,0,1,2.056366,6.5484924,288.7771,98427.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.75,5.75,0,1,1.9587097,6.0309143,287.4939,95403.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.75,6.0,0,1,2.0436707,5.089508,285.64624,92187.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.5,5.0,0,1,0.92160034,6.5065002,288.27515,99437.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.5,5.25,0,1,1.2780457,6.9273987,288.59155,99826.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.5,5.5,0,1,0.9665222,6.238922,287.26733,96480.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.5,5.75,0,1,1.1257019,4.9010315,285.26343,93794.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.5,6.0,0,1,1.7555847,2.9703674,282.9607,91495.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.25,5.0,0,1,0.721405,7.212555,287.79858,98896.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.25,5.25,0,1,0.42062378,7.339508,288.03882,98858.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.25,5.5,0,1,0.30734253,5.4166565,285.9353,95649.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.25,5.75,0,1,0.4723816,3.8502502,282.44116,93996.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.25,6.0,0,1,0.9147644,2.6949768,277.92358,93640.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.0,5.0,0,1,0.5739441,7.8160706,287.47046,98769.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.0,5.25,0,1,0.16769409,6.9996643,287.29272,98566.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.0,5.5,0,1,-0.3117981,3.7350159,283.16577,95901.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.0,5.75,0,1,-0.41921997,2.0680237,279.67944,94328.25,0,1,0.0,0.0
2023-01-02 06:00:00,46.0,6.0,0,1,-0.8137512,1.7721252,276.88452,94058.25,0,1,0.0,0.0
2023-01-02 14:00:00,47.0,5.0,0,1,3.053894,-0.5206299,284.52203,99318.56,0,1,0.0005478859,0.0
2023-01-02 14:00:00,47.0,5.25,0,1,2.7921753,0.8914795,284.81305,99660.56,0,1,0.00065612793,0.0
2023-01-02 14:00:00,47.0,5.5,0,1,2.7736206,2.1297607,284.9732,99626.56,0,1,0.0006556511,0.0
2023-01-02 14:00:00,47.0,5.75,0,1,3.1681519,2.807495,284.7447,98454.56,0,1,0.0006284714,0.0
2023-01-02 14:00:00,47.0,6.0,0,1,3.8214722,2.720581,283.94977,95737.56,0,1,0.00052547455,0.0
2023-01-02 14:00:00,46.75,5.0,0,1,2.1603394,0.20007324,284.9146,99856.56,0,1,0.0009646416,0.0
2023-01-02 14:00:00,46.75,5.25,0,1,1.7423706,2.0008545,285.08063,100139.56,0,1,0.0009870529,0.0
2023-01-02 14:00:00,46.75,5.5,0,1,2.0148315,3.1522217,284.565,98883.56,0,1,0.0008649826,0.0
2023-01-02 14:00:00,46.75,5.75,0,1,2.5724487,3.0692139,283.55328,95826.56,0,1,0.0007100105,0.0
2023-01-02 14:00:00,46.75,6.0,0,1,3.093933,2.38562,282.5728,92564.56,0,1,0.00053691864,0.0
2023-01-02 14:00:00,46.5,5.0,0,1,1.513855,1.1053467,285.15875,99894.56,0,1,0.00131464,0.0
2023-01-02 14:00:00,46.5,5.25,0,1,1.085144,3.220581,285.3111,100273.56,0,1,0.0010166168,0.0
2023-01-02 14:00:00,46.5,5.5,0,1,1.897644,3.4832764,284.00446,96901.56,0,1,0.0008263588,0.0
2023-01-02 14:00:00,46.5,5.75,0,1,2.4747925,3.079956,283.06305,94176.56,0,1,0.00061130524,0.0
2023-01-02 14:00:00,46.5,6.0,0,1,2.8810425,2.1600342,282.37555,91827.56,0,1,0.00036907196,0.0
2023-01-02 14:00:00,46.25,5.0,0,1,1.1759644,2.4901123,285.0728,99328.56,0,1,0.0011086464,0.0
2023-01-02 14:00:00,46.25,5.25,0,1,0.77752686,4.1258545,285.31696,99279.56,0,1,0.00076913834,0.0
2023-01-02 14:00:00,46.25,5.5,0,1,1.366394,3.4969482,284.05914,96034.56,0,1,0.0005569458,0.0
2023-01-02 14:00:00,46.25,5.75,0,1,1.7062378,2.5184326,283.54938,94350.56,0,1,0.0003504753,0.0
2023-01-02 14:00:00,46.25,6.0,0,1,1.8556519,1.3309326,283.68024,93969.56,0,1,0.00014591217,0.0
2023-01-02 14:00:00,46.0,5.0,0,1,0.86346436,3.8026123,285.54156,99167.56,0,1,0.0006580353,0.0
2023-01-02 14:00:00,46.0,5.25,0,1,0.6642456,3.97937,285.77203,98949.56,0,1,0.0004119873,0.0
2023-01-02 14:00:00,46.0,5.5,0,1,0.8078003,2.5994873,284.5318,96257.56,0,1,0.0002937317,0.0
2023-01-02 14:00:00,46.0,5.75,0,1,1.0177612,1.5604248,284.02008,94658.56,0,1,0.0001320839,0.0
2023-01-02 14:00:00,46.0,6.0,0,1,0.9796753,0.72839355,284.24664,94378.56,0,1,3.8146973e-05,0.0
2023-01-02 22:00:00,47.0,5.0,0,1,0.8531189,0.6451416,278.86353,99723.44,0,1,0.00015974045,0.0
2023-01-02 22:00:00,47.0,5.25,0,1,0.48788452,0.5640869,280.01,100071.44,0,1,0.00024223328,0.0
2023-01-02 22:00:00,47.0,5.5,0,1,-0.21035767,0.6588135,281.26978,100033.44,0,1,0.00014305115,0.0
2023-01-02 22:00:00,47.0,5.75,0,1,-0.48184204,0.63049316,281.60767,98848.44,0,1,0.00011920929,0.0
2023-01-02 22:00:00,47.0,6.0,0,1,-0.4154358,0.48986816,280.83813,96103.44,0,1,0.00032758713,0.0
2023-01-02 22:00:00,46.75,5.0,0,1,0.7886658,0.28771973,280.0315,100263.44,0,1,0.0002117157,0.0
2023-01-02 22:00:00,46.75,5.25,0,1,0.42929077,0.032836914,281.19165,100545.44,0,1,0.00029277802,0.0
2023-01-02 22:00:00,46.75,5.5,0,1,-0.5873108,-0.19958496,281.74243,99261.44,0,1,0.00032615662,0.0
2023-01-02 22:00:00,46.75,5.75,0,1,-0.7406311,-0.3206787,280.86743,96166.44,0,1,0.00062417984,0.0
2023-01-02 22:00:00,46.75,6.0,0,1,-0.5716858,-0.36462402,279.70923,92873.44,0,1,0.0010175705,0.0
2023-01-02 22:00:00,46.5,5.0,0,1,0.70565796,-0.30114746,281.04907,100295.44,0,1,0.0005054474,0.0
2023-01-02 22:00:00,46.5,5.25,0,1,0.40682983,-0.7161865,282.33032,100663.44,0,1,0.0007286072,0.0
2023-01-02 22:00:00,46.5,5.5,0,1,0.002532959,-0.7825928,281.3225,97225.44,0,1,0.00089788437,0.0
2023-01-02 22:00:00,46.5,5.75,0,1,-0.19961548,-0.65563965,280.5432,94461.44,0,1,0.0010881424,0.0
2023-01-02 22:00:00,46.5,6.0,0,1,-0.21817017,-0.48864746,279.86157,92096.44,0,1,0.0013408661,0.0
2023-01-02 22:00:00,46.25,5.0,0,1,0.5455017,-1.4847412,281.51978,99713.44,0,1,0.00064992905,0.0
2023-01-02 22:00:00,46.25,5.25,0,1,0.19003296,-1.855835,282.13306,99631.44,0,1,0.00094795227,0.0
2023-01-02 22:00:00,46.25,5.5,0,1,-0.073638916,-1.3275146,281.14673,96322.44,0,1,0.0011630058,0.0
2023-01-02 22:00:00,46.25,5.75,0,1,-0.19766235,-0.614624,280.885,94611.44,0,1,0.0011978149,0.0
2023-01-02 22:00:00,46.25,6.0,0,1,-0.20059204,0.14025879,281.21704,94234.44,0,1,0.0010914803,0.0
2023-01-02 22:00:00,46.0,5.0,0,1,0.47909546,-2.4632568,282.08618,99521.44,0,1,0.0010490417,0.0
2023-01-02 22:00:00,46.0,5.25,0,1,0.1499939,-2.3206787,282.64087,99249.44,0,1,0.00088977814,0.0
2023-01-02 22:00:00,46.0,5.5,0,1,-0.5785217,-1.4173584,281.1975,96498.44,0,1,0.0008649826,0.0
2023-01-02 22:00:00,46.0,5.75,0,1,-0.8402405,-0.5921631,280.87915,94875.44,0,1,0.00086069107,0.0
2023-01-02 22:00:00,46.0,6.0,0,1,-0.9623108,0.41662598,281.55298,94611.44,0,1,0.00078105927,0.0
2023-01-03 06:00:00,47.0,5.0,0,1,1.0663605,-0.5655365,277.70624,99832.81,0,1,0.0,0.0
2023-01-03 06:00:00,47.0,5.25,0,1,0.71772766,-0.7169037,278.3449,100182.81,0,1,0.0,0.0
2023-01-03 06:00:00,47.0,5.5,0,1,-0.2910614,-0.7979584,279.07343,100146.81,0,1,0.0,0.0
2023-01-03 06:00:00,47.0,5.75,0,1,-0.8428192,-0.58506775,279.4992,98951.81,0,1,0.0,0.0
2023-01-03 06:00:00,47.0,6.0,0,1,-0.93559265,-0.27061462,279.2746,96185.81,0,1,3.8146973e-06,0.0
2023-01-03 06:00:00,46.75,5.0,0,1,0.902298,-0.7403412,278.716,100373.81,0,1,0.0,0.0
